Gene	logFC	logCPM	PValue	FDR		Gene	B56	B57	B58	Y59	Y60	Y61	Y62		Comparison	of	groups:	Yaa-B6
BC049715	-5.87E-01	0.290617349	8.59E-02	2.01E-01		BC049715	0.818747349	1.723535861	2.070977981	1.342895564	1.05462938	0.667382947	0.865973138					
Paqr8	-3.94E-01	1.848064936	8.59E-02	2.01E-01		Paqr8	5.290367488	3.508626574	3.883083715	2.746831835	3.726357143	3.136699849	2.930986004					
Hsd11b1	1.85E-01	4.925150281	8.59E-02	2.01E-01		Hsd11b1	28.65615723	27.82279318	29.44671817	28.87225462	36.0683248	32.10111973	29.77615327					
Eci2	1.77E-01	5.135802071	8.60E-02	2.01E-01		Eci2	31.74220493	33.8551687	34.17113669	34.54904041	42.1851752	35.03760469	34.63892551					
Klf1	-5.42E-01	3.8202625	8.60E-02	2.01E-01		Klf1	9.950929322	10.09499576	32.42374902	5.432622962	14.06172507	11.67920156	15.6541298					
3110003A17Rik	1.47E-01	5.645720912	8.61E-02	2.01E-01		3110003A17Rik	47.29840456	48.0127847	48.66798256	52.12876415	54.55949326	51.32174859	48.42788239					
Calhm2	-1.46E-01	5.714300414	8.61E-02	2.01E-01		Calhm2	55.29693636	58.10778045	56.11055968	50.29754293	45.70060647	53.05694425	49.02740225					
Cstf2	1.24E-01	6.531572598	8.61E-02	2.01E-01		Cstf2	91.57374199	91.47051033	85.36312366	91.86626469	96.74466846	92.89970616	97.52189796					
Grinl1a	1.16E-01	7.214454126	8.63E-02	2.01E-01		Grinl1a	142.9658833	147.4854258	142.2503001	155.1044376	150.7416927	145.5562206	155.1424183					
Pptc7	1.29E-01	6.646848108	8.63E-02	2.01E-01		Pptc7	100.8948657	94.11736898	95.52385938	105.4173017	98.36176684	106.7812714	99.98659074					
Gpr83	-4.02E-01	2.139407988	8.64E-02	2.01E-01		Gpr83	4.660561835	6.647924035	4.271392086	4.272849521	2.882653639	5.005372099	3.064212641					
Prr22	4.86E-01	0.923524463	8.65E-02	2.02E-01		Prr22	1.574514133	1.477316452	1.68266961	2.62475042	2.179567385	1.735195661	1.998399548					
Mocs3	2.68E-01	3.463099899	8.65E-02	2.02E-01		Mocs3	9.510065365	11.07987339	9.578273163	12.39126361	11.24938005	12.27984622	11.05781083					
Fbxo18	-1.35E-01	6.096319723	8.66E-02	2.02E-01		Fbxo18	74.06514483	76.08179729	69.8307888	68.9759994	64.47300943	62.73399697	62.88297246					
Rab2a	1.26E-01	6.290121977	8.66E-02	2.02E-01		Rab2a	74.00216426	79.03643019	73.84330864	80.20748957	81.69862264	79.81900041	79.0700088					
Ndufb10	1.42E-01	5.839443791	8.67E-02	2.02E-01		Ndufb10	56.24164484	53.6758311	55.01035262	56.6457765	63.91054043	55.99342921	59.35246659					
Sept11	1.21E-01	7.143575113	8.69E-02	2.02E-01		Sept11	146.7447172	135.2360102	128.9183793	145.0937616	144.0623733	140.2171571	149.013993					
Baiap2	-2.28E-01	4.575274291	8.70E-02	2.02E-01		Baiap2	30.23067136	24.92971513	24.33399128	26.18646349	19.61610647	23.89230949	17.65252934					
Hif3a	-4.60E-01	1.047716088	8.70E-02	2.03E-01		Hif3a	2.645183744	2.523748939	2.265132167	1.281854856	1.898332884	1.801933956	2.065012867					
Litaf	-1.91E-01	5.684656298	8.70E-02	2.03E-01		Litaf	41.88207595	61.92418129	65.17108834	48.10007746	51.18467924	46.1828999	46.09641625					
Nckap1l	-1.08E-01	9.225713359	8.71E-02	2.03E-01		Nckap1l	651.5969289	638.9393656	615.0804604	586.6622392	560.148818	567.8761492	572.8079239					
2010011I20Rik	-2.25E-01	4.490671144	8.72E-02	2.03E-01		2010011I20Rik	23.23982861	23.08306957	28.34651112	18.00700869	24.67832749	20.28844157	19.98399548					
Hsd17b7	2.30E-01	4.278130783	8.73E-02	2.03E-01		Hsd17b7	18.64224734	20.25154637	14.88515424	19.22782284	21.02227898	18.6867225	23.04820813					
Fkbp4	1.38E-01	6.925801871	8.74E-02	2.03E-01		Fkbp4	119.1592296	102.2426095	129.8891503	120.5553972	124.8681186	123.3991068	130.6953305					
Zfp236	-1.14E-01	7.14259209	8.74E-02	2.03E-01		Zfp236	154.1134434	148.2856389	148.3337979	134.6558006	130.3521914	139.749989	133.9593831					
Rbl2	-1.15E-01	7.088174824	8.76E-02	2.04E-01		Rbl2	144.7923197	146.6236579	142.8974807	132.9466608	124.3056496	134.6778786	126.5653047					
Yif1a	2.05E-01	4.340848036	8.78E-02	2.04E-01		Yif1a	18.83118903	18.58956536	19.48013664	21.05904407	22.28783423	19.62105863	21.98239503					
Pcgf5	2.33E-01	4.070625871	8.78E-02	2.04E-01		Pcgf5	15.55619964	14.21917085	16.95613222	18.67845648	17.15530458	17.28521832	17.71914266					
Birc2	1.20E-01	6.73210985	8.79E-02	2.04E-01		Birc2	99.88717662	108.1518753	101.0248946	110.1174362	111.650097	105.8469353	107.3140557					
Rmnd5a	-1.13E-01	7.376427834	8.80E-02	2.04E-01		Rmnd5a	178.1090388	175.6775481	175.9684103	157.5460659	158.1240984	163.9092517	154.3430585					
B230208H11Rik	-6.00E-01	0.227511204	8.80E-02	2.04E-01		B230208H11Rik	0.692786219	1.661981009	2.070977981	0.732488489	0.914012129	0.934336125	1.199039729					
Zfp90	-2.14E-01	4.191484991	8.81E-02	2.05E-01		Zfp90	19.96483921	21.05175944	19.48013664	17.76284586	16.24129245	17.68564808	15.72074311					
Midn	-1.17E-01	7.249072727	8.81E-02	2.05E-01		Midn	163.1196642	165.8287718	157.2001724	155.4096411	134.5004003	142.8866889	146.2162336					
Ppp4r1	-1.25E-01	6.375429687	8.83E-02	2.05E-01		Ppp4r1	87.85788864	89.68541962	88.40487257	78.98667542	74.45683423	81.28724289	80.66872844					
Ankrd52	1.15E-01	7.682174544	8.83E-02	2.05E-01		Ankrd52	203.2382843	198.3912886	196.548754	209.1254637	214.7928504	197.8790436	217.2260309					
Aldh1l1	-5.05E-01	0.552921029	8.83E-02	2.05E-01		Aldh1l1	1.88941696	1.723535861	1.747387672	1.098732734	1.476481132	1.268027598	1.065813092					
Jmjd4	-1.62E-01	5.262154965	8.84E-02	2.05E-01		Jmjd4	39.74073672	42.65751256	42.19617637	35.22048819	34.80276954	37.5069216	36.63732505					
Klc4	-1.88E-01	4.774323968	8.84E-02	2.05E-01		Klc4	32.24604945	29.30010964	28.21707499	27.59039976	24.39709299	25.49402856	24.31386117					
Naglu	-1.74E-01	4.995530647	8.84E-02	2.05E-01		Naglu	37.66237807	33.91672355	32.48846708	31.1918015	29.59993127	28.96441988	29.5097					
Tob1	-2.12E-01	4.40451687	8.84E-02	2.05E-01		Tob1	21.7912756	22.71374045	25.56363446	19.10574143	20.38950135	21.75668406	17.05300948					
Zfp146	-1.32E-01	6.099892516	8.85E-02	2.05E-01		Zfp146	75.13581444	72.32695131	72.87253771	66.04604545	61.09819542	66.53807977	66.21363837					
Tulp2	1.90E-01	4.836782125	8.86E-02	2.05E-01		Tulp2	28.65615723	27.51501892	24.59286353	31.49700504	28.89684501	28.03008375	30.70873973					
Wdr92	-1.77E-01	5.178979431	8.86E-02	2.05E-01		Wdr92	34.57633037	41.36486066	42.39033055	33.38926697	34.66215229	35.90520252	31.50809955					
Tmeff1	-4.73E-01	1.039828154	8.86E-02	2.05E-01		Tmeff1	1.763455829	2.893078052	2.782876662	1.342895564	1.617098383	2.068887134	1.93178623					
Rrp1b	1.47E-01	5.667648822	8.88E-02	2.06E-01		Rrp1b	46.54263778	52.50628891	47.05003101	51.15211283	51.95807412	50.52088905	56.02180067					
Hars2	-1.37E-01	5.904161491	8.88E-02	2.06E-01		Hars2	64.6810406	63.64771715	64.26503548	54.26518891	56.80936927	59.26360565	56.4880939					
Cldn5	6.33E-01	0.040759032	8.88E-02	2.06E-01		Cldn5	0.440863957	1.354206748	0.582462557	0.915610612	1.195246631	1.134551009	1.598719639					
Gemin8	3.04E-01	2.926593883	8.89E-02	2.06E-01		Gemin8	6.172095402	7.263472557	7.054268748	7.874251259	7.38240566	8.142071948	9.325864559					
Apobec2	4.01E-01	1.673877158	8.89E-02	2.06E-01		Apobec2	3.086047701	2.8315232	2.329850229	3.967645983	2.952962264	3.537129617	3.597119187					
Pycrl	2.23E-01	4.224354142	8.90E-02	2.06E-01		Pycrl	17.88648055	17.1122489	17.08556834	18.98366001	19.61610647	17.55217149	22.5819149					
Kdm3a	-1.15E-01	6.979061835	8.91E-02	2.06E-01		Kdm3a	132.7630317	135.728449	134.0958243	123.6074326	120.4386752	121.9976026	114.8413607					
Tal1	-5.74E-01	4.427432639	8.92E-02	2.06E-01		Tal1	15.24129681	12.80340925	52.6805024	7.324884892	23.97524124	16.41762048	22.84836817					
Hcrtr2	4.25E-01	1.501544816	8.95E-02	2.07E-01		Hcrtr2	2.582203179	2.523748939	2.135696043	3.540361031	2.952962264	3.470391322	2.597919413					
Leng9	-2.53E-01	3.755254798	8.96E-02	2.07E-01		Leng9	15.05235511	16.12737127	14.23797362	14.7718512	10.68691105	12.34658451	11.25765079					
Rps3	1.03E-01	10.56214288	8.97E-02	2.07E-01		Rps3	1462.408727	1484.51837	1479.260741	1526.872256	1546.789757	1528.306948	1551.157729					
Tmem127	-1.16E-01	7.294303973	8.97E-02	2.07E-01		Tmem127	165.7018674	165.2747781	170.2732209	154.6771526	146.6637925	157.4356371	139.2218352					
Ccdc19	-4.68E-01	1.091781862	8.98E-02	2.08E-01		Ccdc19	2.519222613	2.585303791	2.588722476	1.220814149	1.546789757	2.669531786	1.798559594					
Hinfp	1.73E-01	4.974191924	8.99E-02	2.08E-01		Hinfp	29.34894344	29.42321934	30.74107941	33.14510414	31.28733827	33.10219415	32.90697923					
1500001M20Rik	2.66E-01	3.639724295	9.00E-02	2.08E-01		1500001M20Rik	12.28121024	10.83365398	10.93735246	12.26918219	16.03036658	11.74593986	13.18943702					
Pdss1	3.12E-01	2.679393199	9.00E-02	2.08E-01		Pdss1	5.416328618	6.278594922	5.501035262	7.263844185	7.24178841	6.340137992	6.794558465					
Ptprcap	1.31E-01	7.969252455	9.01E-02	2.08E-01		Ptprcap	270.7534504	235.8781935	218.6176131	266.3206065	250.0877803	258.3439386	252.8641562					
Snai3	-4.18E-01	1.383473969	9.02E-02	2.08E-01		Snai3	2.519222613	3.262407165	3.494775343	2.13642476	2.249876011	2.536055197	2.065012867					
Gcsh	2.70E-01	3.304686966	9.02E-02	2.08E-01		Gcsh	8.817279146	8.617679305	9.578273163	10.01067602	10.89783693	10.87834203	10.39167765					
Ifnar2	-1.26E-01	6.401169627	9.02E-02	2.08E-01		Ifnar2	89.7473056	89.0698711	91.96436598	82.0387108	83.73757277	80.95355141	74.40707652					
Mrpl15	1.74E-01	4.9461533	9.03E-02	2.08E-01		Mrpl15	28.46721553	28.74611597	30.48220716	30.88659796	32.2013504	31.70068996	33.30665914					
Vamp3	1.38E-01	5.861399963	9.04E-02	2.09E-01		Vamp3	54.73011127	56.26113489	56.69302223	55.91328801	64.54331806	59.53055883	59.35246659					
Slc39a4	3.08E-01	2.757392464	9.04E-02	2.09E-01		Slc39a4	6.361037098	5.416826991	6.407088129	6.653437111	7.593331536	7.007520939	7.926984875					
Pde4c	3.60E-01	2.045503136	9.05E-02	2.09E-01		Pde4c	4.219697877	3.754845983	2.847594724	3.784523861	4.851295148	4.87189551	4.596318961					
Nr1d2	-1.61E-01	5.575501988	9.05E-02	2.09E-01		Nr1d2	52.71473318	50.72119819	51.58029534	48.77152524	40.35715094	50.12045928	39.56831106					
BC003331	1.74E-01	5.23026021	9.06E-02	2.09E-01		BC003331	36.46574733	33.48583958	36.75985917	36.74650588	43.16949596	41.1775278	34.9719921					
Polr3g	2.19E-01	4.161996564	9.06E-02	2.09E-01		Polr3g	17.94946112	15.38871304	16.63254191	18.19013082	19.19425472	18.88693739	19.05140903					
Sept2	1.14E-01	7.087376767	9.06E-02	2.09E-01		Sept2	125.2053639	135.728449	135.3254675	137.1584696	143.9217561	134.544402	139.9545817					
Zfp382	2.74E-01	3.331331898	9.07E-02	2.09E-01		Zfp382	8.313434624	9.725666644	9.448837039	11.53669371	10.05413342	10.67812714	10.65813092					
Spdya	6.90E-01	-0.214420313	9.08E-02	2.09E-01		Spdya	0.881727915	0.615548522	0.453026433	1.159773441	1.406172507	1.067812714	0.466293228					
Herc3	1.27E-01	6.632407904	9.10E-02	2.10E-01		Herc3	98.31266248	99.47264111	89.893388	105.9666681	96.67435984	99.70701221	104.0500032					
Arsg	-3.04E-01	3.598870399	9.10E-02	2.10E-01		Arsg	9.887948757	16.00426157	15.53233486	9.827553897	10.47598518	13.21418234	9.991997742					
Pitpnb	1.32E-01	6.104772863	9.11E-02	2.10E-01		Pitpnb	64.3031572	67.03323402	67.88924695	70.86826133	69.39461321	68.87392008	73.27465011					
Zfp799	-2.35E-01	4.099376769	9.11E-02	2.10E-01		Zfp799	17.76051942	21.79041767	17.53859478	15.5653804	17.01468733	14.08178017	16.32026298					
Uxt	2.74E-01	3.178708225	9.12E-02	2.10E-01		Uxt	7.872570666	9.110118122	7.701449367	9.52235036	9.702590296	9.076408073	10.39167765					
Serpini1	2.43E-01	3.969271891	9.12E-02	2.10E-01		Serpini1	15.43023851	13.84984174	14.04381943	17.33556091	15.88974933	18.61998421	14.38847675					
N4bp2l2	-1.20E-01	6.718869963	9.12E-02	2.10E-01		N4bp2l2	116.5770264	106.1205651	113.968507	99.00802746	101.8068895	100.1741803	100.0532041					
Hiatl1	-1.24E-01	6.431554656	9.12E-02	2.10E-01		Hiatl1	85.65356885	94.17892383	96.6887845	82.83223999	78.32380862	84.55741933	82.26744808					
Gapdhs	-2.70E-01	3.249536452	9.14E-02	2.10E-01		Gapdhs	9.950929322	11.81853162	10.35488991	9.217146823	8.085491914	8.809454894	8.326664785					
Usp22	1.30E-01	6.319915901	9.14E-02	2.10E-01		Usp22	78.34782327	77.68222344	75.20238794	80.75685594	86.62022641	85.55849375	74.93998307					
Rab11fip4	-2.10E-01	4.604413954	9.16E-02	2.11E-01		Rab11fip4	22.23213956	29.17699993	29.18784592	25.33189359	19.40518059	22.15711383	22.84836817					
Prkcc	-3.59E-01	3.093657368	9.16E-02	2.11E-01		Prkcc	13.91870494	8.740789009	7.11898681	9.27818753	7.874566038	7.074259233	5.728745372					
4930579G18Rik	-1.90E-01	4.508318485	9.17E-02	2.11E-01		4930579G18Rik	25.44414839	25.11437969	24.13983709	22.27985821	20.74104447	20.28844157	21.31626185					
Tspan14	-1.17E-01	6.847372125	9.17E-02	2.11E-01		Tspan14	121.3635494	124.9563499	121.6699564	116.6487919	106.2363329	110.0514479	105.3822695					
Ythdf1	1.27E-01	6.384489462	9.22E-02	2.12E-01		Ythdf1	80.74108475	76.88201037	84.71594304	84.48033909	90.06534905	83.55634491	84.33246094					
Iqcd	-5.47E-01	0.272196498	9.22E-02	2.12E-01		Iqcd	1.133650176	1.4157616	1.941541857	1.037692026	0.914012129	1.00107442	0.999199774					
Ttl	-2.78E-01	3.102448994	9.23E-02	2.12E-01		Ttl	9.258143104	10.89520883	8.931092544	8.301536211	7.452714286	7.140997528	8.12682483					
Zc3hc1	1.91E-01	4.775744186	9.24E-02	2.12E-01		Zc3hc1	26.8927014	24.62194087	25.8225067	28.87225462	32.06073315	25.96119662	27.51130045					
Dnmt3a	-1.19E-01	6.864544525	9.25E-02	2.12E-01		Dnmt3a	126.9688197	124.2176917	121.4758022	117.5644025	101.9475067	112.1870733	111.5106948					
Engase	-2.24E-01	4.050524317	9.25E-02	2.12E-01		Engase	17.69753886	19.08200417	18.31521152	17.09139808	16.03036658	14.08178017	13.72234357					
Ddx19b	1.36E-01	6.0375503	9.26E-02	2.12E-01		Ddx19b	65.31084625	62.84750407	61.41744075	63.23817291	71.29294609	65.47026706	70.21043747					
Chrac1	1.83E-01	4.856337279	9.27E-02	2.13E-01		Chrac1	29.34894344	27.26879951	25.43419833	29.90994664	30.93579515	28.43051352	31.37487291					
Ptbp2	-1.49E-01	5.565987939	9.29E-02	2.13E-01		Ptbp2	52.14790809	53.98360536	46.92059489	46.57405977	44.50535984	42.57903199	44.96398984					
Zfp12	-1.55E-01	5.3584101	9.29E-02	2.13E-01		Zfp12	42.07101764	44.19638386	46.66172264	38.63876781	39.16190431	37.97408966	38.6357246					
Slc25a24	-2.33E-01	4.235353838	9.29E-02	2.13E-01		Slc25a24	16.87879151	21.05175944	24.91645384	17.45764233	18.77240296	16.2174056	16.71994289					
Tm6sf2	6.03E-01	-0.140221092	9.30E-02	2.13E-01		Tm6sf2	0.629805653	0.86176793	0.647180619	1.037692026	1.195246631	1.067812714	0.932586456					
Kctd14	-1.84E-01	5.004350389	9.30E-02	2.13E-01		Kctd14	37.03257241	34.16294296	33.84754638	27.65144047	26.646969	34.03653027	31.37487291					
Emid1	2.67E-01	4.534231339	9.31E-02	2.13E-01		Emid1	29.16000175	17.97401684	16.11479742	23.98899802	26.29542588	21.68994576	26.77855395					
Clint1	1.15E-01	7.830724345	9.31E-02	2.13E-01		Clint1	214.8267083	214.7648792	234.2146661	233.6027874	230.8935256	233.517293	231.2814411					
Sf3a2	1.32E-01	6.181928016	9.31E-02	2.13E-01		Sf3a2	72.93149465	68.07966651	69.11889012	73.61509317	74.03498248	71.74366675	78.53710225					
Apoo	6.11E-01	-0.010980852	9.31E-02	2.13E-01		Apoo	0.566825088	0.923322783	0.841334805	1.037692026	1.687407008	0.800859536	1.132426411					
Zfp322a	-1.48E-01	5.503312361	9.32E-02	2.14E-01		Zfp322a	49.12484096	48.25900411	49.31516318	45.71948987	39.23221294	44.18075106	41.69993724					
Zfp60	-1.79E-01	4.776560335	9.33E-02	2.14E-01		Zfp60	28.90807949	29.66943875	31.06466972	26.97999269	24.81894474	25.22707538	25.24644763					
Cryz	3.18E-01	2.657383195	9.33E-02	2.14E-01		Cryz	5.353348053	6.21704007	5.306881077	6.470314988	6.890245283	5.939708224	7.993598194					
Vamp2	-1.22E-01	6.645182325	9.33E-02	2.14E-01		Vamp2	103.7919717	106.4898943	109.8265511	91.74418328	94.3541752	100.9083015	93.92477878					
Polr2d	1.95E-01	4.558268675	9.35E-02	2.14E-01		Polr2d	22.98790635	20.86709489	22.58660361	24.05003873	26.01419137	25.42729026	22.98159481					
2310008H04Rik	-2.07E-01	4.350776005	9.35E-02	2.14E-01		2310008H04Rik	20.84656712	21.85197252	24.85173577	21.73049185	17.22561321	17.68564808	18.65172912					
Pde7a	-1.18E-01	7.352699121	9.36E-02	2.14E-01		Pde7a	187.6191041	168.5371853	165.8723927	155.7758854	149.1245943	158.770403	158.8061508					
Bzrap1	3.14E-01	2.938145433	9.36E-02	2.14E-01		Bzrap1	7.809590101	7.140362852	5.565753324	7.996332674	8.858886792	6.673829465	9.592317832					
Sav1	1.28E-01	6.227711325	9.36E-02	2.14E-01		Sav1	73.43533918	70.91118971	72.80781965	74.7138259	77.83164825	74.27972195	80.5355018					
Tmem18	1.61E-01	5.223386437	9.36E-02	2.14E-01		Tmem18	36.1508445	36.31736278	34.30057281	37.47899437	38.66974393	38.24104284	40.30105756					
Ipo7	1.25E-01	7.104555149	9.39E-02	2.15E-01		Ipo7	119.6630741	133.9433583	145.7450754	137.8299174	149.1245943	131.4077022	145.6167138					
Mtus2	4.79E-01	1.546645175	9.41E-02	2.15E-01		Mtus2	1.700475264	2.954632904	2.653440538	4.333890228	3.374814016	3.537129617	1.865172912					
Ghrl	-4.48E-01	1.040333846	9.41E-02	2.15E-01		Ghrl	2.771144875	2.523748939	2.070977981	1.526017686	1.898332884	1.801933956	1.798559594					
Cdc42bpa	-5.59E-01	2.009304783	9.43E-02	2.15E-01		Cdc42bpa	3.149028267	3.200852313	8.672220296	1.831221223	5.202838275	2.86974667	3.397279232					
Tbc1d10b	1.24E-01	6.497083735	9.43E-02	2.16E-01		Tbc1d10b	83.3862685	86.3614576	92.54682853	92.41563106	95.54942183	93.43361252	88.52909999					
Utp6	1.35E-01	6.079501963	9.44E-02	2.16E-01		Utp6	61.15412894	66.60235005	67.82452888	70.31889497	67.07442857	69.20761156	71.07641061					
2310042D19Rik	-3.14E-01	2.706885666	9.45E-02	2.16E-01		2310042D19Rik	7.242765013	7.63280167	7.507295182	5.00533801	5.343455526	5.73949334	7.260851693					
Fabp4	6.19E-01	1.41264571	9.45E-02	2.16E-01		Fabp4	1.448553003	2.154419826	2.7181586	5.798867207	1.546789757	2.803008375	2.065012867					
Nr2f6	-2.19E-01	4.045964293	9.45E-02	2.16E-01		Nr2f6	18.20138338	18.2817911	18.31521152	15.80954323	14.83511995	16.2841439	13.92218352					
Dnalc1	4.57E-01	1.051403925	9.45E-02	2.16E-01		Dnalc1	1.448553003	2.339084383	1.423797362	2.441628297	2.320184636	2.135625429	2.398079458					
Alg6	2.43E-01	3.755160381	9.46E-02	2.16E-01		Alg6	11.52544346	13.29584807	12.42586789	12.63542644	15.60851482	14.949378	14.12202348					
Tmem64	1.51E-01	6.407866316	9.46E-02	2.16E-01		Tmem64	92.07758651	79.95975298	71.96648485	95.83391068	81.06584501	86.35935328	86.53070045					
Ndufs4	1.70E-01	5.043406773	9.47E-02	2.16E-01		Ndufs4	33.00181623	29.6078839	31.32354197	33.99967404	35.99801617	34.10326857	32.77375259					
Gm15910	-4.04E-01	1.428306523	9.47E-02	2.16E-01		Gm15910	3.463931093	3.016187757	3.04174891	2.563709712	2.742036388	1.935410545	2.065012867					
Cog4	1.36E-01	5.876292221	9.48E-02	2.16E-01		Cog4	56.61952823	54.53759903	58.63456409	60.43030036	60.53572641	60.99880131	59.35246659					
Fbxo30	-2.56E-01	3.853954411	9.48E-02	2.16E-01		Fbxo30	14.42254946	14.40383541	19.86844501	12.20814149	11.95246631	14.21525676	14.25525011					
Capzb	1.11E-01	8.44646873	9.49E-02	2.16E-01		Capzb	347.7786818	339.9058937	330.320988	355.9283651	357.9412116	343.8356941	365.2408241					
Tmem55a	-2.30E-01	4.077136948	9.49E-02	2.16E-01		Tmem55a	17.00475264	17.72779743	21.48639655	14.28352554	16.45221833	16.55109707	14.78815666					
Neurl2	4.14E-01	1.405677086	9.51E-02	2.17E-01		Neurl2	1.88941696	2.8315232	2.070977981	2.62475042	2.812345013	3.270176438	3.064212641					
Il11ra1	-3.22E-01	2.760590443	9.53E-02	2.17E-01		Il11ra1	7.746609536	7.63280167	8.025039677	8.179454797	5.132529649	5.939708224	4.729545598					
0610009O20Rik	-1.44E-01	5.637696276	9.54E-02	2.17E-01		0610009O20Rik	50.69935509	53.49116654	56.43414999	45.65844916	45.06782884	47.78461897	49.5603088					
Gm16379	5.52E-01	0.49461755	9.54E-02	2.17E-01		Gm16379	1.448553003	1.046432487	0.906052867	1.648099101	1.968641509	1.00107442	1.865172912					
9430037G07Rik	4.82E-01	0.825998143	9.54E-02	2.17E-01		9430037G07Rik	1.700475264	1.231097044	1.488515424	1.526017686	2.10925876	2.335840313	2.065012867					
Lrba	1.20E-01	7.104743675	9.54E-02	2.17E-01		Lrba	143.9735723	133.0815904	122.8348815	135.5714112	140.1250903	144.0879782	143.3518609					
Med27	2.16E-01	4.140386152	9.55E-02	2.17E-01		Med27	17.00475264	16.74291979	15.53233486	18.37325294	18.35055121	17.4186949	19.98399548					
Sdccag3	-1.19E-01	6.68955693	9.56E-02	2.18E-01		Sdccag3	111.2236784	111.2911727	107.3672647	102.7315106	97.44775472	99.37332074	93.32525891					
4930519G04Rik	-4.72E-01	0.938443842	9.56E-02	2.18E-01		4930519G04Rik	2.078358656	2.708413496	2.135696043	1.709139808	2.249876011	1.00107442	1.53210632					
Nlrc4	-1.83E-01	5.025700974	9.56E-02	2.18E-01		Nlrc4	35.45805828	38.90266657	32.03544065	27.52935905	30.02178302	32.76850267	31.44148623					
Wars2	-1.93E-01	4.500711599	9.57E-02	2.18E-01		Wars2	23.93261483	25.23748939	25.30476221	23.0123467	18.63178571	22.09037553	20.25044876					
Ust	-2.80E-01	3.0568625	9.57E-02	2.18E-01		Ust	8.62833745	9.848776348	9.772427349	8.728821164	7.663640162	7.341212412	6.261651918					
Taf1d	1.43E-01	5.994546154	9.57E-02	2.18E-01		Taf1d	61.2171095	66.91012431	55.33394293	64.15378352	67.49628032	61.1322779	69.94398419					
Eif1ad	1.39E-01	5.74241949	9.58E-02	2.18E-01		Eif1ad	53.5964611	50.47497878	50.41537023	54.50935174	54.77041914	54.59192503	56.28825395					
Nf2	1.22E-01	6.573274051	9.58E-02	2.18E-01		Nf2	93.65210065	89.56230991	93.38816334	93.14811955	94.49479245	99.77375051	102.3846702					
