Gene	BXSB_B6_Y1_GES12_52056	Gene	BXSB_B6_Y2_GES12_52057	Gene	BXSB_B6_Y3_GES12_52058	Gene	BXSB_Yaa1_GES12_52059	Gene	BXSB_Yaa2_GES12_52060	Gene	BXSB_Yaa3_GES12_52061	Gene	BXSB_Yaa4_GES12_52062
Lrrc8b	246	Lrrc8b	282	Lrrc8b	287	Lrrc8b	320	Lrrc8b	243	Lrrc8b	267	Lrrc8b	266
Lrrc8c	809	Lrrc8c	857	Lrrc8c	870	Lrrc8c	812	Lrrc8c	702	Lrrc8c	813	Lrrc8c	730
Lrrc8d	865	Lrrc8d	913	Lrrc8d	860	Lrrc8d	965	Lrrc8d	891	Lrrc8d	904	Lrrc8d	953
Lrrc8e	18	Lrrc8e	35	Lrrc8e	21	Lrrc8e	26	Lrrc8e	13	Lrrc8e	14	Lrrc8e	26
Lrrc9	7	Lrrc9	3	Lrrc9	11	Lrrc9	3	Lrrc9	5	Lrrc9	4	Lrrc9	3
Lrrcc1	634	Lrrcc1	719	Lrrcc1	653	Lrrcc1	685	Lrrcc1	621	Lrrcc1	630	Lrrcc1	633
Lrrfip1	4198	Lrrfip1	4515	Lrrfip1	4046	Lrrfip1	3919	Lrrfip1	3201	Lrrfip1	3362	Lrrfip1	3489
Lrrfip2	461	Lrrfip2	506	Lrrfip2	481	Lrrfip2	483	Lrrfip2	366	Lrrfip2	388	Lrrfip2	442
Lrriq1	0	Lrriq1	0	Lrriq1	0	Lrriq1	0	Lrriq1	0	Lrriq1	0	Lrriq1	0
Lrriq3	4	Lrriq3	5	Lrriq3	3	Lrriq3	2	Lrriq3	8	Lrriq3	3	Lrriq3	5
Lrriq4	0	Lrriq4	0	Lrriq4	0	Lrriq4	0	Lrriq4	0	Lrriq4	0	Lrriq4	0
Lrrk1	1526	Lrrk1	1534	Lrrk1	1495	Lrrk1	1661	Lrrk1	1317	Lrrk1	1402	Lrrk1	1479
Lrrk2	4960	Lrrk2	4675	Lrrk2	4600	Lrrk2	5844	Lrrk2	4896	Lrrk2	5279	Lrrk2	5834
Lrrn1	8	Lrrn1	12	Lrrn1	3	Lrrn1	5	Lrrn1	10	Lrrn1	6	Lrrn1	15
Lrrn2	0	Lrrn2	1	Lrrn2	1	Lrrn2	1	Lrrn2	2	Lrrn2	0	Lrrn2	3
Lrrn3	41	Lrrn3	37	Lrrn3	22	Lrrn3	33	Lrrn3	37	Lrrn3	41	Lrrn3	38
Lrrn4	30	Lrrn4	36	Lrrn4	31	Lrrn4	23	Lrrn4	19	Lrrn4	26	Lrrn4	19
Lrrn4cl	9	Lrrn4cl	18	Lrrn4cl	11	Lrrn4cl	11	Lrrn4cl	10	Lrrn4cl	8	Lrrn4cl	11
Lrrtm1	0	Lrrtm1	0	Lrrtm1	0	Lrrtm1	0	Lrrtm1	0	Lrrtm1	0	Lrrtm1	0
Lrrtm2	6	Lrrtm2	10	Lrrtm2	2	Lrrtm2	1	Lrrtm2	2	Lrrtm2	2	Lrrtm2	4
Lrrtm3	0	Lrrtm3	0	Lrrtm3	0	Lrrtm3	0	Lrrtm3	0	Lrrtm3	0	Lrrtm3	0
Lrrtm4	1	Lrrtm4	0	Lrrtm4	0	Lrrtm4	0	Lrrtm4	0	Lrrtm4	0	Lrrtm4	0
Lrsam1	295	Lrsam1	316	Lrsam1	322	Lrsam1	264	Lrsam1	250	Lrsam1	284	Lrsam1	278
Lrtm1	0	Lrtm1	0	Lrtm1	0	Lrtm1	0	Lrtm1	0	Lrtm1	0	Lrtm1	0
Lrtm2	20	Lrtm2	20	Lrtm2	18	Lrtm2	12	Lrtm2	9	Lrtm2	10	Lrtm2	16
Lrwd1	764	Lrwd1	703	Lrwd1	697	Lrwd1	805	Lrwd1	695	Lrwd1	698	Lrwd1	750
Lsamp	2	Lsamp	0	Lsamp	0	Lsamp	3	Lsamp	0	Lsamp	0	Lsamp	0
Lsg1	940	Lsg1	991	Lsg1	876	Lsg1	965	Lsg1	885	Lsg1	915	Lsg1	996
Lsm1	285	Lsm1	314	Lsm1	298	Lsm1	353	Lsm1	294	Lsm1	300	Lsm1	288
Lsm10	197	Lsm10	168	Lsm10	178	Lsm10	212	Lsm10	161	Lsm10	162	Lsm10	187
Lsm11	421	Lsm11	425	Lsm11	407	Lsm11	365	Lsm11	335	Lsm11	330	Lsm11	353
Lsm12	461	Lsm12	407	Lsm12	446	Lsm12	468	Lsm12	437	Lsm12	510	Lsm12	494
Lsm14a	2663	Lsm14a	2607	Lsm14a	2595	Lsm14a	3017	Lsm14a	2445	Lsm14a	2612	Lsm14a	2742
Lsm14b	808	Lsm14b	687	Lsm14b	719	Lsm14b	808	Lsm14b	681	Lsm14b	667	Lsm14b	732
Lsm2	296	Lsm2	324	Lsm2	377	Lsm2	371	Lsm2	386	Lsm2	336	Lsm2	416
Lsm3	418	Lsm3	354	Lsm3	384	Lsm3	449	Lsm3	447	Lsm3	392	Lsm3	483
Lsm4	1182	Lsm4	1261	Lsm4	1108	Lsm4	1447	Lsm4	1236	Lsm4	1337	Lsm4	1482
Lsm5	257	Lsm5	249	Lsm5	227	Lsm5	287	Lsm5	265	Lsm5	262	Lsm5	293
Lsm6	714	Lsm6	717	Lsm6	729	Lsm6	863	Lsm6	798	Lsm6	792	Lsm6	835
Lsm7	457	Lsm7	449	Lsm7	449	Lsm7	431	Lsm7	455	Lsm7	449	Lsm7	489
Lsmd1	88	Lsmd1	102	Lsmd1	118	Lsmd1	115	Lsmd1	110	Lsmd1	110	Lsmd1	135
Lsp1	10609	Lsp1	10344	Lsp1	9436	Lsp1	10217	Lsp1	8515	Lsp1	9125	Lsp1	8539
Lsr	83	Lsr	100	Lsr	82	Lsr	119	Lsr	127	Lsr	133	Lsr	125
Lss	382	Lss	320	Lss	362	Lss	405	Lss	379	Lss	397	Lss	378
Lst1	232	Lst1	369	Lst1	428	Lst1	308	Lst1	216	Lst1	270	Lst1	194
Lta	554	Lta	456	Lta	407	Lta	469	Lta	385	Lta	433	Lta	446
Lta4h	1600	Lta4h	1629	Lta4h	1646	Lta4h	1593	Lta4h	1376	Lta4h	1351	Lta4h	1432
Ltb	7595	Ltb	6255	Ltb	6052	Ltb	5988	Ltb	4816	Ltb	5364	Ltb	5254
Ltb4r1	58	Ltb4r1	101	Ltb4r1	108	Ltb4r1	77	Ltb4r1	46	Ltb4r1	56	Ltb4r1	72
Ltb4r2	0	Ltb4r2	3	Ltb4r2	0	Ltb4r2	1	Ltb4r2	1	Ltb4r2	1	Ltb4r2	1
Ltbp1	16	Ltbp1	26	Ltbp1	24	Ltbp1	17	Ltbp1	19	Ltbp1	10	Ltbp1	20
Ltbp2	23	Ltbp2	19	Ltbp2	15	Ltbp2	10	Ltbp2	7	Ltbp2	3	Ltbp2	3
Ltbp3	14	Ltbp3	30	Ltbp3	23	Ltbp3	29	Ltbp3	17	Ltbp3	26	Ltbp3	22
Ltbp4	35	Ltbp4	25	Ltbp4	19	Ltbp4	29	Ltbp4	30	Ltbp4	31	Ltbp4	39
Ltbr	171	Ltbr	244	Ltbr	251	Ltbr	171	Ltbr	122	Ltbr	148	Ltbr	95
Ltc4s	7	Ltc4s	15	Ltc4s	15	Ltc4s	15	Ltc4s	10	Ltc4s	8	Ltc4s	16
Ltf	494	Ltf	516	Ltf	2243	Ltf	1190	Ltf	2180	Ltf	2068	Ltf	1993
Ltk	215	Ltk	216	Ltk	156	Ltk	212	Ltk	180	Ltk	183	Ltk	235
Ltn1	1996	Ltn1	2053	Ltn1	1920	Ltn1	1942	Ltn1	1773	Ltn1	1824	Ltn1	1909
Ltv1	845	Ltv1	873	Ltv1	741	Ltv1	857	Ltv1	770	Ltv1	766	Ltv1	801
Luc7l	2547	Luc7l	2433	Luc7l	2174	Luc7l	2140	Luc7l	1802	Luc7l	1954	Luc7l	1954
Luc7l2	5854	Luc7l2	7049	Luc7l2	6106	Luc7l2	6344	Luc7l2	5412	Luc7l2	5777	Luc7l2	5982
Luc7l3	4550	Luc7l3	5049	Luc7l3	4663	Luc7l3	4292	Luc7l3	3565	Luc7l3	3901	Luc7l3	3950
Lum	0	Lum	0	Lum	0	Lum	0	Lum	0	Lum	0	Lum	0
Luzp1	179	Luzp1	176	Luzp1	206	Luzp1	224	Luzp1	169	Luzp1	173	Luzp1	166
Luzp2	0	Luzp2	0	Luzp2	1	Luzp2	0	Luzp2	0	Luzp2	0	Luzp2	0
Luzp4	0	Luzp4	0	Luzp4	0	Luzp4	0	Luzp4	0	Luzp4	0	Luzp4	0
Lxn	49	Lxn	40	Lxn	50	Lxn	69	Lxn	57	Lxn	64	Lxn	56
Ly6a	1741	Ly6a	1965	Ly6a	1745	Ly6a	5710	Ly6a	4947	Ly6a	5757	Ly6a	4860
Ly6c1	120	Ly6c1	130	Ly6c1	98	Ly6c1	122	Ly6c1	93	Ly6c1	119	Ly6c1	76
Ly6c2	1379	Ly6c2	1595	Ly6c2	1433	Ly6c2	3175	Ly6c2	2380	Ly6c2	2770	Ly6c2	1987
Ly6d	5550	Ly6d	4961	Ly6d	4253	Ly6d	4548	Ly6d	4154	Ly6d	4491	Ly6d	4176
Ly6e	25729	Ly6e	25087	Ly6e	23796	Ly6e	27219	Ly6e	22844	Ly6e	25021	Ly6e	23024
Ly6f	0	Ly6f	0	Ly6f	0	Ly6f	0	Ly6f	0	Ly6f	0	Ly6f	0
Ly6g5b	28	Ly6g5b	7	Ly6g5b	18	Ly6g5b	16	Ly6g5b	11	Ly6g5b	24	Ly6g5b	21
Ly6g5c	0	Ly6g5c	0	Ly6g5c	0	Ly6g5c	0	Ly6g5c	0	Ly6g5c	0	Ly6g5c	0
Ly6g6c	1	Ly6g6c	2	Ly6g6c	3	Ly6g6c	1	Ly6g6c	0	Ly6g6c	1	Ly6g6c	1
Ly6g6d	0	Ly6g6d	1	Ly6g6d	0	Ly6g6d	0	Ly6g6d	0	Ly6g6d	1	Ly6g6d	0
Ly6g6e	0	Ly6g6e	1	Ly6g6e	1	Ly6g6e	0	Ly6g6e	0	Ly6g6e	0	Ly6g6e	0
Ly6g6f	1	Ly6g6f	1	Ly6g6f	8	Ly6g6f	2	Ly6g6f	5	Ly6g6f	0	Ly6g6f	0
Ly6h	0	Ly6h	0	Ly6h	0	Ly6h	0	Ly6h	0	Ly6h	0	Ly6h	0
Ly6i	14	Ly6i	12	Ly6i	16	Ly6i	77	Ly6i	50	Ly6i	40	Ly6i	45
Ly6k	103	Ly6k	93	Ly6k	73	Ly6k	82	Ly6k	18	Ly6k	37	Ly6k	46
Ly75	1072	Ly75	1143	Ly75	983	Ly75	1391	Ly75	1184	Ly75	1174	Ly75	1274
Ly86	2258	Ly86	2420	Ly86	2079	Ly86	2205	Ly86	1844	Ly86	2200	Ly86	2085
Ly9	3082	Ly9	3209	Ly9	3028	Ly9	3123	Ly9	2505	Ly9	2912	Ly9	2640
Ly96	53	Ly96	74	Ly96	55	Ly96	60	Ly96	51	Ly96	57	Ly96	56
Lyar	573	Lyar	535	Lyar	598	Lyar	630	Lyar	660	Lyar	583	Lyar	701
Lyg1	0	Lyg1	0	Lyg1	0	Lyg1	0	Lyg1	0	Lyg1	0	Lyg1	0
Lyg2	0	Lyg2	0	Lyg2	0	Lyg2	0	Lyg2	0	Lyg2	0	Lyg2	0
Lyl1	1891	Lyl1	1580	Lyl1	1432	Lyl1	1843	Lyl1	1504	Lyl1	1646	Lyl1	1721
Lyn	6457	Lyn	6772	Lyn	6111	Lyn	6354	Lyn	5125	Lyn	5625	Lyn	5431
Lynx1	1346	Lynx1	1199	Lynx1	913	Lynx1	1153	Lynx1	1101	Lynx1	1077	Lynx1	1101
Lypd1	0	Lypd1	0	Lypd1	0	Lypd1	0	Lypd1	0	Lypd1	0	Lypd1	0
Lypd2	0	Lypd2	0	Lypd2	0	Lypd2	0	Lypd2	0	Lypd2	0	Lypd2	0
Lypd3	2	Lypd3	1	Lypd3	0	Lypd3	1	Lypd3	0	Lypd3	2	Lypd3	2
Lypd4	0	Lypd4	0	Lypd4	0	Lypd4	1	Lypd4	0	Lypd4	0	Lypd4	0
Lypd5	0	Lypd5	0	Lypd5	0	Lypd5	0	Lypd5	0	Lypd5	0	Lypd5	0
Lypd6	0	Lypd6	0	Lypd6	0	Lypd6	1	Lypd6	0	Lypd6	0	Lypd6	1
Lypd6b	21	Lypd6b	30	Lypd6b	32	Lypd6b	18	Lypd6b	17	Lypd6b	12	Lypd6b	6
Lypla1	1055	Lypla1	1052	Lypla1	980	Lypla1	1187	Lypla1	1053	Lypla1	941	Lypla1	976
Lypla2	1561	Lypla2	1502	Lypla2	1302	Lypla2	1608	Lypla2	1319	Lypla2	1406	Lypla2	1372
Lyplal1	32	Lyplal1	40	Lyplal1	44	Lyplal1	26	Lyplal1	32	Lyplal1	34	Lyplal1	40
Lyrm1	52	Lyrm1	47	Lyrm1	57	Lyrm1	59	Lyrm1	47	Lyrm1	42	Lyrm1	42
Lyrm2	337	Lyrm2	407	Lyrm2	345	Lyrm2	313	Lyrm2	306	Lyrm2	313	Lyrm2	304
Lyrm4	92	Lyrm4	105	Lyrm4	111	Lyrm4	106	Lyrm4	118	Lyrm4	109	Lyrm4	128
Lyrm5	264	Lyrm5	312	Lyrm5	267	Lyrm5	244	Lyrm5	181	Lyrm5	228	Lyrm5	189
Lyrm7	24	Lyrm7	29	Lyrm7	18	Lyrm7	19	Lyrm7	9	Lyrm7	19	Lyrm7	22
Lysmd1	433	Lysmd1	465	Lysmd1	405	Lysmd1	441	Lysmd1	389	Lysmd1	387	Lysmd1	354
Lysmd2	80	Lysmd2	111	Lysmd2	84	Lysmd2	74	Lysmd2	57	Lysmd2	79	Lysmd2	63
Lysmd3	484	Lysmd3	561	Lysmd3	541	Lysmd3	485	Lysmd3	493	Lysmd3	526	Lysmd3	456
Lysmd4	229	Lysmd4	198	Lysmd4	174	Lysmd4	171	Lysmd4	160	Lysmd4	164	Lysmd4	184
Lyst	4214	Lyst	5015	Lyst	4746	Lyst	3821	Lyst	3143	Lyst	3558	Lyst	3249
Lyve1	0	Lyve1	2	Lyve1	1	Lyve1	2	Lyve1	2	Lyve1	5	Lyve1	3
Lyz1	466	Lyz1	509	Lyz1	593	Lyz1	836	Lyz1	666	Lyz1	587	Lyz1	504
Lyz2	7243	Lyz2	8664	Lyz2	10568	Lyz2	11619	Lyz2	9195	Lyz2	8075	Lyz2	6923
Lyzl1	1	Lyzl1	0	Lyzl1	0	Lyzl1	0	Lyzl1	0	Lyzl1	0	Lyzl1	0
Lyzl4	0	Lyzl4	0	Lyzl4	0	Lyzl4	0	Lyzl4	0	Lyzl4	0	Lyzl4	0
Lyzl6	0	Lyzl6	0	Lyzl6	0	Lyzl6	0	Lyzl6	0	Lyzl6	0	Lyzl6	0
Lzic	413	Lzic	495	Lzic	459	Lzic	472	Lzic	411	Lzic	412	Lzic	428
Lztfl1	495	Lztfl1	514	Lztfl1	483	Lztfl1	473	Lztfl1	472	Lztfl1	421	Lztfl1	476
Lztr1	1194	Lztr1	1247	Lztr1	1135	Lztr1	1185	Lztr1	1053	Lztr1	1112	Lztr1	1040
Lzts1	8	Lzts1	9	Lzts1	13	Lzts1	10	Lzts1	2	Lzts1	8	Lzts1	5
Lzts2	48	Lzts2	54	Lzts2	50	Lzts2	47	Lzts2	61	Lzts2	52	Lzts2	49
M6pr	3447	M6pr	3789	M6pr	3713	M6pr	3622	M6pr	3279	M6pr	3403	M6pr	3307
MGC107098	0	MGC107098	0	MGC107098	0	MGC107098	0	MGC107098	0	MGC107098	0	MGC107098	0
Mab21l1	0	Mab21l1	0	Mab21l1	0	Mab21l1	0	Mab21l1	0	Mab21l1	0	Mab21l1	0
Mab21l2	0	Mab21l2	0	Mab21l2	0	Mab21l2	2	Mab21l2	0	Mab21l2	0	Mab21l2	2
Mab21l3	38	Mab21l3	15	Mab21l3	14	Mab21l3	19	Mab21l3	10	Mab21l3	7	Mab21l3	11
Macc1	0	Macc1	1	Macc1	0	Macc1	0	Macc1	0	Macc1	0	Macc1	0
Macf1	41287	Macf1	42294	Macf1	39851	Macf1	34196	Macf1	26262	Macf1	30857	Macf1	30494
Macrod1	180	Macrod1	209	Macrod1	171	Macrod1	166	Macrod1	153	Macrod1	148	Macrod1	165
Macrod2	8	Macrod2	4	Macrod2	10	Macrod2	4	Macrod2	6	Macrod2	2	Macrod2	3
Mad1l1	296	Mad1l1	314	Mad1l1	357	Mad1l1	388	Mad1l1	336	Mad1l1	323	Mad1l1	386
Mad2l1	342	Mad2l1	317	Mad2l1	406	Mad2l1	627	Mad2l1	753	Mad2l1	632	Mad2l1	791
Mad2l1bp	325	Mad2l1bp	282	Mad2l1bp	296	Mad2l1bp	296	Mad2l1bp	265	Mad2l1bp	300	Mad2l1bp	286
Mad2l2	235	Mad2l2	221	Mad2l2	176	Mad2l2	278	Mad2l2	256	Mad2l2	244	Mad2l2	252
Madcam1	2	Madcam1	0	Madcam1	2	Madcam1	11	Madcam1	11	Madcam1	9	Madcam1	10
Madd	3535	Madd	3728	Madd	3412	Madd	3559	Madd	2751	Madd	3110	Madd	2891
Maea	1717	Maea	1690	Maea	1560	Maea	1639	Maea	1443	Maea	1544	Maea	1590
Mael	0	Mael	0	Mael	0	Mael	0	Mael	0	Mael	0	Mael	0
Maf	514	Maf	493	Maf	551	Maf	836	Maf	705	Maf	756	Maf	930
Maf1	2370	Maf1	2383	Maf1	2165	Maf1	2250	Maf1	1840	Maf1	2004	Maf1	1852
Mafa	6	Mafa	0	Mafa	1	Mafa	4	Mafa	4	Mafa	2	Mafa	5
Mafb	605	Mafb	791	Mafb	843	Mafb	457	Mafb	399	Mafb	408	Mafb	338
Maff	34	Maff	41	Maff	37	Maff	42	Maff	54	Maff	38	Maff	36
Mafg	270	Mafg	300	Mafg	352	Mafg	279	Mafg	287	Mafg	268	Mafg	280
Mafk	952	Mafk	898	Mafk	918	Mafk	1008	Mafk	754	Mafk	911	Mafk	867
Mag	34	Mag	39	Mag	47	Mag	31	Mag	36	Mag	34	Mag	36
Magea1	0	Magea1	0	Magea1	0	Magea1	0	Magea1	0	Magea1	0	Magea1	1
Magea10	0	Magea10	0	Magea10	0	Magea10	0	Magea10	0	Magea10	0	Magea10	0
Magea2	0	Magea2	0	Magea2	0	Magea2	0	Magea2	0	Magea2	0	Magea2	0
Magea3	0	Magea3	0	Magea3	0	Magea3	0	Magea3	0	Magea3	0	Magea3	0
Magea4	0	Magea4	0	Magea4	0	Magea4	0	Magea4	0	Magea4	0	Magea4	0
Magea5	0	Magea5	0	Magea5	0	Magea5	0	Magea5	0	Magea5	0	Magea5	0
Magea6	0	Magea6	0	Magea6	0	Magea6	0	Magea6	0	Magea6	0	Magea6	0
Magea8	0	Magea8	0	Magea8	0	Magea8	0	Magea8	0	Magea8	0	Magea8	0
Mageb1	0	Mageb1	0	Mageb1	0	Mageb1	0	Mageb1	0	Mageb1	0	Mageb1	0
Mageb16	0	Mageb16	0	Mageb16	1	Mageb16	0	Mageb16	0	Mageb16	2	Mageb16	0
Mageb16-ps1	1	Mageb16-ps1	2	Mageb16-ps1	2	Mageb16-ps1	1	Mageb16-ps1	1	Mageb16-ps1	3	Mageb16-ps1	4
Mageb18	0	Mageb18	0	Mageb18	0	Mageb18	0	Mageb18	0	Mageb18	0	Mageb18	0
Mageb2	0	Mageb2	0	Mageb2	0	Mageb2	0	Mageb2	0	Mageb2	0	Mageb2	0
Mageb3	0	Mageb3	0	Mageb3	1	Mageb3	1	Mageb3	1	Mageb3	3	Mageb3	1
Mageb4	0	Mageb4	0	Mageb4	0	Mageb4	0	Mageb4	0	Mageb4	0	Mageb4	0
Mageb5	0	Mageb5	0	Mageb5	0	Mageb5	0	Mageb5	0	Mageb5	0	Mageb5	0
Maged1	221	Maged1	243	Maged1	186	Maged1	251	Maged1	260	Maged1	214	Maged1	235
Maged2	46	Maged2	77	Maged2	59	Maged2	79	Maged2	65	Maged2	65	Maged2	70
Magee1	50	Magee1	85	Magee1	69	Magee1	77	Magee1	67	Magee1	78	Magee1	90
Magee2	3	Magee2	3	Magee2	1	Magee2	1	Magee2	3	Magee2	2	Magee2	3
Mageh1	12	Mageh1	26	Mageh1	27	Mageh1	25	Mageh1	25	Mageh1	17	Mageh1	17
Magel2	0	Magel2	0	Magel2	0	Magel2	0	Magel2	0	Magel2	0	Magel2	0
Magi1	6	Magi1	10	Magi1	5	Magi1	8	Magi1	5	Magi1	11	Magi1	4
Magi2	46	Magi2	57	Magi2	37	Magi2	34	Magi2	40	Magi2	33	Magi2	42
Magi3	236	Magi3	188	Magi3	191	Magi3	185	Magi3	175	Magi3	180	Magi3	225
Magix	6	Magix	14	Magix	11	Magix	9	Magix	7	Magix	5	Magix	1
Magoh	564	Magoh	570	Magoh	626	Magoh	728	Magoh	650	Magoh	656	Magoh	662
Magohb	104	Magohb	110	Magohb	89	Magohb	110	Magohb	112	Magohb	103	Magohb	113
Magt1	1455	Magt1	1600	Magt1	1485	Magt1	1642	Magt1	1624	Magt1	1587	Magt1	1441
Mak	0	Mak	5	Mak	0	Mak	1	Mak	0	Mak	2	Mak	0
Mak16	703	Mak16	775	Mak16	691	Mak16	786	Mak16	694	Mak16	704	Mak16	724
Mal	1	Mal	3	Mal	2	Mal	2	Mal	1	Mal	2	Mal	1
Mal2	0	Mal2	0	Mal2	0	Mal2	0	Mal2	0	Mal2	0	Mal2	0
Malat1	23559	Malat1	28771	Malat1	19628	Malat1	24391	Malat1	16798	Malat1	16326	Malat1	17471
Mall	1	Mall	0	Mall	0	Mall	0	Mall	0	Mall	2	Mall	6
Malt1	4616	Malt1	4921	Malt1	4100	Malt1	4168	Malt1	3429	Malt1	3827	Malt1	3923
Mamdc2	3	Mamdc2	6	Mamdc2	5	Mamdc2	3	Mamdc2	10	Mamdc2	11	Mamdc2	4
Mamdc4	126	Mamdc4	121	Mamdc4	119	Mamdc4	96	Mamdc4	94	Mamdc4	87	Mamdc4	112
Maml1	1257	Maml1	1239	Maml1	1183	Maml1	1293	Maml1	971	Maml1	1118	Maml1	1080
Maml2	1070	Maml2	1098	Maml2	906	Maml2	1005	Maml2	754	Maml2	882	Maml2	841
Maml3	256	Maml3	317	Maml3	341	Maml3	274	Maml3	196	Maml3	236	Maml3	205
Mamld1	1	Mamld1	0	Mamld1	5	Mamld1	1	Mamld1	3	Mamld1	3	Mamld1	1
Mamstr	10	Mamstr	3	Mamstr	3	Mamstr	5	Mamstr	3	Mamstr	6	Mamstr	5
Man1a	4751	Man1a	5327	Man1a	5115	Man1a	5753	Man1a	4976	Man1a	5604	Man1a	5575
Man1a2	1737	Man1a2	1754	Man1a2	1599	Man1a2	1886	Man1a2	1599	Man1a2	1703	Man1a2	1685
Man1b1	1721	Man1b1	1760	Man1b1	1626	Man1b1	2275	Man1b1	2368	Man1b1	2277	Man1b1	2012
Man1c1	219	Man1c1	265	Man1c1	245	Man1c1	222	Man1c1	176	Man1c1	188	Man1c1	136
Man2a1	3037	Man2a1	3071	Man2a1	2720	Man2a1	3789	Man2a1	3374	Man2a1	3431	Man2a1	3357
Man2a2	4470	Man2a2	4299	Man2a2	3660	Man2a2	3926	Man2a2	3288	Man2a2	3475	Man2a2	3510
Man2b1	6801	Man2b1	6939	Man2b1	6407	Man2b1	5874	Man2b1	4681	Man2b1	5092	Man2b1	4773
Man2b2	1559	Man2b2	1643	Man2b2	1385	Man2b2	1429	Man2b2	1261	Man2b2	1357	Man2b2	1347
Man2c1	1584	Man2c1	1777	Man2c1	1500	Man2c1	1548	Man2c1	1378	Man2c1	1447	Man2c1	1406
Manba	710	Manba	710	Manba	642	Manba	637	Manba	530	Manba	564	Manba	596
Manbal	354	Manbal	321	Manbal	328	Manbal	352	Manbal	319	Manbal	303	Manbal	315
Manea	903	Manea	927	Manea	785	Manea	1113	Manea	1075	Manea	1078	Manea	1076
Maneal	41	Maneal	44	Maneal	36	Maneal	44	Maneal	24	Maneal	36	Maneal	29
Manf	961	Manf	1099	Manf	1051	Manf	1832	Manf	2278	Manf	1971	Manf	1846
Mansc1	24	Mansc1	46	Mansc1	36	Mansc1	27	Mansc1	21	Mansc1	34	Mansc1	28
Maoa	82	Maoa	125	Maoa	101	Maoa	99	Maoa	75	Maoa	93	Maoa	96
Maob	4	Maob	14	Maob	8	Maob	4	Maob	1	Maob	2	Maob	3
Map1lc3a	120	Map1lc3a	130	Map1lc3a	121	Map1lc3a	127	Map1lc3a	121	Map1lc3a	105	Map1lc3a	91
Map1lc3b	1779	Map1lc3b	1826	Map1lc3b	1951	Map1lc3b	1910	Map1lc3b	1646	Map1lc3b	1576	Map1lc3b	1636
Map2k1	2607	Map2k1	2439	Map2k1	2305	Map2k1	2510	Map2k1	1971	Map2k1	2193	Map2k1	2129
Map2k2	1650	Map2k2	1595	Map2k2	1566	Map2k2	1866	Map2k2	1639	Map2k2	1673	Map2k2	1730
Map2k3	817	Map2k3	846	Map2k3	1078	Map2k3	802	Map2k3	804	Map2k3	743	Map2k3	874
Map2k4	1138	Map2k4	1167	Map2k4	1167	Map2k4	1037	Map2k4	1034	Map2k4	1046	Map2k4	982
Map2k5	457	Map2k5	507	Map2k5	425	Map2k5	477	Map2k5	433	Map2k5	445	Map2k5	463
Map2k6	209	Map2k6	220	Map2k6	230	Map2k6	168	Map2k6	115	Map2k6	119	Map2k6	139
Map2k7	2226	Map2k7	2232	Map2k7	1953	Map2k7	2191	Map2k7	1786	Map2k7	1980	Map2k7	1939
Map3k1	6405	Map3k1	5870	Map3k1	5074	Map3k1	5914	Map3k1	4841	Map3k1	5507	Map3k1	4946
Map3k10	312	Map3k10	330	Map3k10	320	Map3k10	361	Map3k10	296	Map3k10	319	Map3k10	290
Map3k11	1467	Map3k11	1388	Map3k11	1333	Map3k11	1498	Map3k11	1115	Map3k11	1289	Map3k11	1260
Map3k12	113	Map3k12	111	Map3k12	75	Map3k12	109	Map3k12	113	Map3k12	112	Map3k12	120
Map3k13	26	Map3k13	31	Map3k13	28	Map3k13	21	Map3k13	21	Map3k13	18	Map3k13	26
Map3k14	1729	Map3k14	1712	Map3k14	1507	Map3k14	1613	Map3k14	1297	Map3k14	1493	Map3k14	1326
Map3k15	138	Map3k15	172	Map3k15	171	Map3k15	180	Map3k15	128	Map3k15	146	Map3k15	135
Map3k2	2279	Map3k2	2364	Map3k2	2180	Map3k2	1995	Map3k2	1638	Map3k2	1882	Map3k2	1694
Map3k3	2464	Map3k3	2592	Map3k3	2357	Map3k3	2221	Map3k3	1783	Map3k3	2025	Map3k3	1823
Map3k4	989	Map3k4	955	Map3k4	819	Map3k4	906	Map3k4	788	Map3k4	809	Map3k4	828
Map3k5	1636	Map3k5	1922	Map3k5	1706	Map3k5	1901	Map3k5	1514	Map3k5	1613	Map3k5	1680
Map3k6	25	Map3k6	33	Map3k6	40	Map3k6	17	Map3k6	32	Map3k6	26	Map3k6	23
Map3k7	1945	Map3k7	2162	Map3k7	1979	Map3k7	1991	Map3k7	1782	Map3k7	1847	Map3k7	1793
Map3k8	591	Map3k8	596	Map3k8	563	Map3k8	585	Map3k8	489	Map3k8	506	Map3k8	504
Map3k9	814	Map3k9	877	Map3k9	773	Map3k9	842	Map3k9	676	Map3k9	807	Map3k9	846
Map4k1	5707	Map4k1	5020	Map4k1	4012	Map4k1	5471	Map4k1	4658	Map4k1	5180	Map4k1	5518
Map4k2	9190	Map4k2	8415	Map4k2	7379	Map4k2	7330	Map4k2	5675	Map4k2	6481	Map4k2	6290
Map4k3	298	Map4k3	324	Map4k3	299	Map4k3	251	Map4k3	175	Map4k3	216	Map4k3	179
Map4k4	5970	Map4k4	5605	Map4k4	4933	Map4k4	5094	Map4k4	4150	Map4k4	4419	Map4k4	4216
